id,doc_id,HDI,HDI_Level,CountryRegionMulti,Averaged,GPE,token,Citations,False_Positive,False_Negative,Titles,Journals,SJR,titles_cnt,titles_has_country
5541,text5541,0.547,low,R,N,africa,sub,75,N,Y,"foreign direct investment, information technology and economic growth dynamics in sub-saharan africa",telecommunications policy,1.203,100,1
5574,text5574,0.547,low,R,N,africa,african,1,N,Y,consumer protection in the telecommunication sector: a comparative institutional analysis of five african countries,telecommunications policy,1.203,115,1
5587,text5587,0.547,low,R,N,africa,african,33,N,Y,governance and social media in african countries: an empirical investigation,telecommunications policy,1.203,76,1
5591,text5591,0.547,low,R,N,africa,sub,36,N,Y,"technology, education, and economic growth in sub-saharan africa",telecommunications policy,1.203,64,1
5613,text5613,0.547,low,R,N,africa,sub,74,N,Y,information communications technology and economic growth in sub-saharan africa: a panel data approach,telecommunications policy,1.203,102,1
5488,text5488,0.951,veryhigh,C,N,australia,australia,1,N,Y,"politics, policy and fixed-line telecommunications provision: insights from australia",telecommunications policy,1.203,85,1
5509,text5509,0.951,veryhigh,C,N,australia,sydney,7,N,Y,"socio-spatial patterns of the national broadband network revealed: lessons from greater sydney, melbourne, and brisbane",telecommunications policy,1.203,119,1
5525,text5525,0.661,medium,C,n,bangladesh,bangladesh,2,N,Y,opportunity cost of spectrum for mobile communications: evaluation of spectrum prices in bangladesh,telecommunications policy,1.203,99,1
5523,text5523,0.449,low,C,n,burkina fasa,burkina,28,N,Y,"financial inclusion, mobile money, and individual welfare: the case of burkina faso",telecommunications policy,1.203,83,1
5598,text5598,0.576,medium,C,n,cameroon,cameroon,8,N,Y,diffusion of mobile telephony: analysis of determinants in cameroon,telecommunications policy,1.203,67,1
5620,text5620,0.768,high,C,N,china,chinese,38,N,Y,"a comparison of selected western and chinese smart governance: the application of ict in governmental management, participation and collaboration",telecommunications policy,1.203,145,1
5530,text5530,0.749,high,R,N,east asia,east,4,N,Y,mainframes and mandarins: the impact of internet use on institutional trust in east asia,telecommunications policy,1.203,88,1
5487,text5487,0.796,high,R,N,eu,european,3,N,Y,assessing fifteen years of state aid for broadband in the european union: a quantitative analysis,telecommunications policy,1.203,97,1
5499,text5499,0.796,high,R,N,eu,european,21,N,Y,societal and ethical impacts of artificial intelligence: critical notes on european policy frameworks,telecommunications policy,1.203,101,1
5565,text5565,0.796,high,R,N,eu,eu,3,N,Y,path dependencies versus efficiencies in regulation: evidence from “old” and “new” broadband markets in the eu,telecommunications policy,1.203,110,1
5579,text5579,0.796,high,R,N,eu,european,3,N,Y,wifi4eu: techno-economic analysis of a key european commission initiative for public connectivity,telecommunications policy,1.203,97,1
5586,text5586,0.796,high,R,N,eu,european,18,N,Y,the european digital single market strategy: local indicators of spatial association 2011–2016,telecommunications policy,1.203,94,1
5602,text5602,0.796,high,R,N,eu,eu,2,N,Y,lopsided effects of telecom reforms on mobile markets in the enlarged eu: evidence from dynamic quantile model,telecommunications policy,1.203,110,1
5603,text5603,0.796,high,R,N,eu,eu,2,N,Y,what cloud interoperability connotates for eu policy making: recurrence of old problems or new ones looming on the horizon?,telecommunications policy,1.203,123,1
5606,text5606,0.796,high,R,N,eu,europe,26,N,Y,proposals for a digital industrial policy for europe,telecommunications policy,1.203,52,1
5608,text5608,0.796,high,R,N,eu,europe,2,N,Y,has europe missed the endgame of telecommunications policy?,telecommunications policy,1.203,59,1
5628,text5628,0.796,high,R,N,eu,eu,7,N,Y,the involvement of utilities in the development of broadband infrastructure: a comparison of eu case studies,telecommunications policy,1.203,108,1
5630,text5630,0.796,high,R,N,eu,europe,13,N,Y,a study on the deployment of high-speed broadband networks in nuts3 regions within the framework of digital agenda for europe,telecommunications policy,1.203,125,1
5635,text5635,0.796,high,R,N,eu,europe,32,N,Y,"leadership with 5g in europe: two contrasting images of the future, with policy and regulatory implications",telecommunications policy,1.203,107,1
5640,text5640,0.796,high,R,N,eu,eu,9,N,Y,is there a need for platform neutrality regulation in the eu?,telecommunications policy,1.203,61,1
5645,text5645,0.796,high,R,N,eu,european,41,N,Y,new insights from a multilevel approach to the regional digital divide in the european union,telecommunications policy,1.203,92,1
5489,text5489,0.633,medium,C,N,india,indian,3,N,Y,evaluation of import substitution strategy in indian telecom sector: empirical evidence of non-linear dynamics,telecommunications policy,1.203,110,1
5566,text5566,0.633,medium,C,N,india,indian,7,N,Y,club convergence and drivers of digitalization across indian states,telecommunications policy,1.203,67,1
5642,text5642,0.633,medium,C,N,india,indian,5,N,Y,the telecommunications divide among indian states,telecommunications policy,1.203,49,1
5507,text5507,0.754,high,R,N,latin america,latin,5,N,Y,network effects in mobile telecommunications markets: a comparative analysis of consumers' preferences in five latin american countries,telecommunications policy,1.203,135,1
5631,text5631,0.754,high,R,N,latin america,latin,17,N,Y,accelerating the development of latin american digital ecosystem and implications for broadband policy,telecommunications policy,1.203,102,1
5516,text5516,0.758,high,C,N,mexico,mexican,2,N,Y,the impact of telecommunications regulation on less well-off mexican households,telecommunications policy,1.203,79,1
5493,text5493,0.876,veryhigh,C,N,poland,polish,3,N,Y,polish experience from first-ever spectrum auction,telecommunications policy,1.203,50,1
5485,text5485,0.925,veryhigh,C,N,south korea,korean,2,N,Y,the characteristics of videos on demand for television programs and the determinants of their viewing patterns: evidence from the korean iptv market,telecommunications policy,1.203,148,1
5553,text5553,0.925,veryhigh,C,N,south korea,korean,3,N,Y,an institutional analysis of environmental management in the korean mobile communications industry,telecommunications policy,1.203,98,1
5600,text5600,0.905,veryhigh,C,N,spain,spanish,2,N,Y,rollout and regulation of fibre-to-the-premises networks. insights from the spanish case,telecommunications policy,1.203,88,1
5648,text5648,0.905,veryhigh,C,N,spain,spanish,61,N,Y,drivers and barriers to cross-border e-commerce: evidence from spanish individual behavior,telecommunications policy,1.203,90,1
5665,text5665,0.905,veryhigh,C,N,spain,spanish,19,N,Y,measurement and characterisation of the digital divide of spanish regions at enterprise level. a comparative analysis with the european context,telecommunications policy,1.203,143,1
5515,text5515,0.838,veryhigh,C,N,turkey,turkish,6,N,Y,churn and loyalty behavior of turkish digital natives: empirical insights and managerial implications,telecommunications policy,1.203,101,1
5476,text5476,0.929,veryhigh,C,N,uk,wales,4,N,Y,demand-side broadband policy in the context of digital transformation: an examination of sme digital advisory policies in wales,telecommunications policy,1.203,127,1
5674,text5674,0.921,veryhigh,C,N,us,american,3,N,Y,the purchase of internet subscriptions in native american households,telecommunications policy,1.203,68,1
12754,text12754,0.749,high,R,N,asia,asian,9,N,Y,analysis of the patent documentation coverage of the cpc in comparison with the ipc with a focus on asian documentation,world patent information,0.54,119,1
12698,text12698,0.754,high,C,N,brazil,brazilian,1,N,Y,identification of us-pharmaceutical patents expiring between 2018 and 2022 and their effect on the brazilian domestic market,world patent information,0.54,124,1
12720,text12720,0.754,high,C,N,brazil,brasilia,3,N,Y,the triple helix model and intellectual property: the case of the university of brasilia,world patent information,0.54,88,1
12700,text12700,0.796,high,R,N,eu,european,3,N,Y,search strategies at the european patent office,world patent information,0.54,47,1
12724,text12724,0.796,high,R,N,eu,europe,6,N,Y,assessing private r&d spending in europe for climate change mitigation technologies via patent data,world patent information,0.54,99,1
12755,text12755,0.796,high,R,N,eu,european,3,N,Y,non-patent literature search at the european patent office,world patent information,0.54,58,1
12756,text12756,0.796,high,R,N,eu,european,0,N,Y,searching claims comprising non-technical features at the european patent office,world patent information,0.54,80,1
12746,text12746,0.905,veryhigh,C,N,spain,spanish,1,N,Y,impact of the new spanish patent act in patent information,world patent information,0.54,58,1
12750,text12750,0.921,veryhigh,C,N,us,usa,11,N,Y,multi-cross-industry innovation patents in the usa - a combination of patstat and orbis search,world patent information,0.54,94,1
