"id","doc_id","HDI","HDI_Level","CountryRegionMulti","Averaged","GPE","token","Citations","False_Positive","False_Negative","Titles","Journals","SJR","titles_cnt","titles_has_country","pos","prop"
8259,"text8259",0.827,"veryhigh","M","Y","australia,vietnam","australian",2,"N","Y","towards effective collaboration between academics and library staff: a comparative australian/vietnamese study","library and information science research",0.921,110,1,84,0.763636363636364
8290,"text8290",0.768,"high","C","N","china","chinese",5,"N","Y","preschool children's preferences for library activities: laddering interviews in chinese public libraries","library and information science research",0.921,105,1,82,0.780952380952381
8285,"text8285",0.895,"veryhigh","C","N","czech republic","czech",10,"N","Y","the economic value of library services for children: the case of the czech public libraries","library and information science research",0.921,91,1,70,0.769230769230769
11070,"text11070",0.768,"high","C","N","china","chinese",3,"N","Y","meeting chinese older adults’ health information needs: the role of public libraries","library quarterly",0.679,84,1,9,0.107142857142857
11077,"text11077",0.921,"veryhigh","C","N","us","american",6,"N","Y","sanitizing american library history: reflections of a library historian","library quarterly",0.679,71,1,12,0.169014084507042
12863,"text12863",0.768,"high","C","N","china","china",0,"N","Y","research on knowledge organization and visualization of historical events in the republic of china era","library trends",0.536,102,1,94,0.92156862745098
12874,"text12874",0.768,"high","C","N","china","fudan",0,"N","Y","how to evaluate and select a data repository for humanities and social science: a case study of fudan university data repository for humanities and social science","library trends",0.536,162,1,97,0.598765432098765
12910,"text12910",0.764,"high","C","N","cuba","cuba",0,"N","Y","biblioteca médica nacional de cuba por una comunidad sana e informada","library trends",0.536,69,1,31,0.449275362318841
12913,"text12913",0.764,"high","C","N","cuba","martí",0,"N","Y","the library park project: proposal for redesigning the spaces in the martí provincial library to facilitate the implementation of services impacting community development","library trends",0.536,170,1,70,0.411764705882353
12881,"text12881",0.535,"low","C","N","nigeria","nigerian",1,"N","Y","access provision for sight impaired students (siss) in nigerian university libraries","library trends",0.536,84,1,56,0.666666666666667
12851,"text12851",0.713,"high","C","N","south africa","south",0,"N","Y","the bookness of a book: cataloging affect in south african artists’ books","library trends",0.536,73,1,46,0.63013698630137
12873,"text12873",0.905,"veryhigh","C","N","spain","spanish",2,"N","Y","governmental censorship of the internet: spanish vs. catalans case study","library trends",0.536,72,1,42,0.583333333333333
12932,"text12932",0.921,"veryhigh","C","N","us","georgia",1,"N","Y","academic libraries as unlikely defendants: a comparative fair use analysis of the georgia state university e-reserves and hathitrust cases","library trends",0.536,138,1,83,0.601449275362319
12892,"text12892",0.921,"veryhigh","C","N","us","berkeley",1,"Y","Y","democratizing the union at uc berkeley: lecturers and librarians in solidarity","library trends",0.536,78,1,31,0.397435897435897
12051,"text12051",0.921,"veryhigh","C","N","us","michigan",1,"N","Y","research impact core: a research impact initiative at the university of michigan","medical reference services quarterly",0.585,80,1,73,0.9125
13112,"text13112",0.929,"veryhigh","C","N","uk","uk",0,"N","Y","trends in support for students with special educational needs in uk university libraries: focusing on support personnel and systems","new review of academic librarianship",0.528,131,1,66,0.50381679389313
13118,"text13118",0.929,"veryhigh","C","N","uk","northumbria",2,"N","Y","putting the learner at the heart of student experience: the role of the university library in a seven-year journey of superconvergence at northumbria university, uk","new review of academic librarianship",0.528,164,1,139,0.847560975609756
13120,"text13120",0.929,"veryhigh","C","N","uk","york",3,"N","Y","understanding academics: a ux ethnographic research project at the university of york","new review of academic librarianship",0.528,85,1,82,0.964705882352941
13124,"text13124",0.929,"veryhigh","C","N","uk","cambridge",0,"N","Y","developing academic engagement: a qualitative, “ethnographish” study of a devolved library structure at the university of cambridge","new review of academic librarianship",0.528,131,1,123,0.938931297709924
13136,"text13136",0.929,"veryhigh","C","N","uk","ulster",10,"N","Y","how can the university library better meet the information needs of research students? experiences from ulster university","new review of academic librarianship",0.528,121,1,105,0.867768595041322
11645,"text11645",0.547,"low","R","N","africa","africa",5,"N","Y","africa’s challenges in the oa movement: risks and possibilities","online information review",0.63,63,1,1,0.0158730158730159
11728,"text11728",0.593,"medium","C","N","cambodia","cambodian",5,"N","Y","wikipedia's gaps in coverage: are wikiprojects a solution? a study of the cambodian wikiproject","online information review",0.63,95,1,75,0.789473684210526
11654,"text11654",0.768,"high","C","N","china","chinese",4,"N","Y","chinese online public opinions on the two-child policy","online information review",0.63,54,1,1,0.0185185185185185
11708,"text11708",0.768,"high","C","N","china","chinese",20,"N","Y","can microblogs motivate involvement in civic and political life? examining uses, gratifications and social outcomes among chinese youth","online information review",0.63,135,1,123,0.911111111111111
11612,"text11612",0.876,"veryhigh","C","N","poland","polish",7,"N","Y","information and knowledge management in higher education institutions: the polish case","online information review",0.63,86,1,76,0.883720930232558
11625,"text11625",0.905,"veryhigh","C","N","spain","spanish",12,"N","Y","examining the intellectual capital web reporting by spanish universities","online information review",0.63,72,1,53,0.736111111111111
11636,"text11636",0.905,"veryhigh","C","N","spain","spanish",5,"N","Y","online transparency and corporate governance in spanish governmental agencies","online information review",0.63,77,1,49,0.636363636363636
11695,"text11695",0.921,"veryhigh","C","N","us","us",2,"N","Y","is the equalization/normalization lens dead? social media campaigning in us congressional elections","online information review",0.63,99,1,74,0.747474747474748
11734,"text11734",0.931,"veryhigh","M","Y","us,finland","american",9,"N","Y","exposure to online hate material and subjective well-being: a comparative study of american and finnish youth","online information review",0.63,109,1,84,0.770642201834862
11797,"text11797",0.925,"veryhigh","C","N","south korea","korean",2,"N","Y","semantic change analysis of korean verbs based on massive culture corpus data","personal and ubiquitous computing",0.615,77,1,29,0.376623376623377
11779,"text11779",0.847,"veryhigh","M","Y","south korea,china","korean",1,"N","Y","exploration on korean-chinese collaborative translation method based on recursive recurrent neural network","personal and ubiquitous computing",0.615,106,1,16,0.150943396226415
12118,"text12118",0.936,"veryhigh","C","N","canada","canadian",1,"N","Y","survey of digital humanities online guides in canadian academic research libraries","portal",0.585,82,1,47,0.573170731707317
12146,"text12146",0.768,"high","C","N","china","macau",0,"N","Y","information literacy instruction at the university of macau: challenges, outcomes, and lessons learned","portal",0.585,102,1,55,0.53921568627451
12137,"text12137",0.858,"veryhigh","C","N","croatia","donja",0,"N","Y","two naves, four orders and the bishop's nephew: church of the assumption of the blessed virgin mary in donja glogovnica","portal",0.585,119,1,104,0.873949579831933
12138,"text12138",0.858,"veryhigh","C","N","croatia","topusko",0,"N","Y","application of 3d digitization of cultural heritage: architectural elements of the cistercian abbey in topusko","portal",0.585,110,1,104,0.945454545454545
12139,"text12139",0.858,"veryhigh","C","N","croatia","st",0,"N","Y","church of st. julian in šibenik: historical phases and typology","portal",0.585,63,1,11,0.174603174603175
12141,"text12141",0.858,"veryhigh","C","N","croatia","dubrovnik",1,"N","Y","peter kuster's ewer and basin from the treasury of dubrovnik cathedral: scientific and technological analysis","portal",0.585,109,1,52,0.477064220183486
12226,"text12226",0.858,"veryhigh","C","N","croatia","tvrđa",0,"N","Y","military bakery and flour warehouse in the supply barracks in tvrđa, osijek: construction, design, function","portal",0.585,107,1,63,0.588785046728972
12227,"text12227",0.858,"veryhigh","C","N","croatia","zagreb",0,"N","Y","historical architecture in the botanical garden of the faculty of science in zagreb","portal",0.585,83,1,78,0.939759036144578
12228,"text12228",0.858,"veryhigh","C","N","croatia","topusko",2,"N","Y","new research on the abbey of the blessed virgin mary, in topusko, and its estate","portal",0.585,80,1,58,0.725
12230,"text12230",0.858,"veryhigh","C","N","croatia","šibenik",0,"N","Y","barone fortress above šibenik","portal",0.585,29,1,23,0.793103448275862
12143,"text12143",0.925,"veryhigh","C","N","japan","japanese",0,"N","Y","a field in formation-a citation analysis of japanese popular culture studies","portal",0.585,76,1,45,0.592105263157895
12160,"text12160",0.921,"veryhigh","C","N","us","arizona",1,"N","Y","getting to the core of services: considering the arizona state university library as a core facility","portal",0.585,100,1,50,0.5
12214,"text12214",0.921,"veryhigh","C","N","us","kansas",8,"N","Y","information literacy practices of spanish-speaking graduate students at the university of kansas","portal",0.585,96,1,91,0.947916666666667
9636,"text9636",0.754,"high","C","N","brazil","brazilian",12,"N","Y","disinformation in the 2018 brazilian presidential election: an analysis of whatsapp family groups","profesional de la informacion",0.831,97,1,28,0.288659793814433
9387,"text9387",0.796,"high","R","N","eu","europe",1,"N","Y","how to communicate a pandemic to society: the professional point of view. a case study of covid-19 in the south of europe","profesional de la informacion",0.831,121,1,116,0.958677685950413
9400,"text9400",0.796,"high","R","N","eu","europe",5,"N","Y","evolution of negative visual frames of immigrants and refugees in the main media of southern europe","profesional de la informacion",0.831,99,1,94,0.94949494949495
9439,"text9439",0.796,"high","R","N","eu","european",1,"N","Y","how european adolescents get engaged with films?: psychometric properties of the narrative engagement scale","profesional de la informacion",0.831,107,1,5,0.0467289719626168
9445,"text9445",0.796,"high","R","N","eu","european",8,"N","Y","european leaders unmasked: covid-19 communication strategy through twitter","profesional de la informacion",0.831,74,1,1,0.0135135135135135
9483,"text9483",0.796,"high","R","N","eu","european",0,"N","Y","composite indicators as an innovative methodology for communication sciences: implementation for the assessment of european public service media","profesional de la informacion",0.831,144,1,116,0.805555555555556
9534,"text9534",0.796,"high","R","N","eu","europe",7,"N","Y","general-television programming in europe (ue5): public versus commercial channels","profesional de la informacion",0.831,81,1,35,0.432098765432099
9547,"text9547",0.796,"high","R","N","eu","european",2,"N","Y","comparing online campaigning strategies to host the european medicines agency","profesional de la informacion",0.831,77,1,53,0.688311688311688
9567,"text9567",0.796,"high","R","N","eu","european",6,"N","Y","audiovisual narrative strategies of disinformation on youtube of the new european far right","profesional de la informacion",0.831,91,1,74,0.813186813186813
9610,"text9610",0.796,"high","R","N","eu","european",6,"N","Y","governance of european public service media: centralized and politicized power","profesional de la informacion",0.831,78,1,15,0.192307692307692
9620,"text9620",0.796,"high","R","N","eu","european",1,"N","Y","an approach to the implementation of neuromarketing techniques by european private tv broadcasters","profesional de la informacion",0.831,98,1,67,0.683673469387755
9685,"text9685",0.796,"high","R","N","eu","europe",3,"N","Y","indirect taxation of the book in europe: implications and policies","profesional de la informacion",0.831,66,1,34,0.515151515151515
9698,"text9698",0.796,"high","R","N","eu","european",11,"N","Y","the personalization, circulation, impact and reception in twitter of macron’s 17/04/18 speech to the european parliament","profesional de la informacion",0.831,120,1,102,0.85
9702,"text9702",0.796,"high","R","N","eu","ehea",4,"N","Y","job placement and satisfaction with employment in the communication university programs adapted to the ehea. a case study","profesional de la informacion",0.831,121,1,104,0.859504132231405
9792,"text9792",0.796,"high","R","N","eu","european",5,"N","Y","unification of personal data protection in the european union: challenges and implications","profesional de la informacion",0.831,90,1,48,0.533333333333333
9599,"text9599",0.883,"veryhigh","M","Y","eu,denmark,spain","european",5,"N","Y","towards a european public sphere? a comparative study of the facebook activities of danish and spanish members of the european parliament","profesional de la informacion",0.831,137,1,11,0.0802919708029197
9420,"text9420",0.903,"veryhigh","C","N","france","french",5,"N","Y","organizational communication strategies on social networks: analysis of the french far-right’s electoral campaigns on twitter","profesional de la informacion",0.831,125,1,77,0.616
9632,"text9632",0.754,"high","R","N","latin america","latin",8,"N","Y","communicating corporate social responsibility issues on facebook’s corporate fanpages of latin american companies","profesional de la informacion",0.831,113,1,90,0.79646017699115
9650,"text9650",0.754,"high","R","N","latin america","latin",4,"N","Y","latin-american perceptions on definitions and arguments about crossmedia and transmedia in advertising","profesional de la informacion",0.831,102,1,1,0.00980392156862745
9701,"text9701",0.754,"high","R","N","latin america","latin",15,"N","Y","thematic agenda and twitter: presidential elections in latin america during the 2015-2017 period","profesional de la informacion",0.831,96,1,56,0.583333333333333
9422,"text9422",0.758,"high","C","N","mexico","mexican",3,"N","Y","framing effects in experimental realism designs: frame consumption and political engagement in the 2018 mexican election campaign","profesional de la informacion",0.831,129,1,105,0.813953488372093
9575,"text9575",0.866,"veryhigh","C","N","portugal","portuguese",11,"N","Y","perceptions about fake news in portuguese higher education students: an analysis of consumption and attitudes","profesional de la informacion",0.831,109,1,32,0.293577981651376
9386,"text9386",0.905,"veryhigh","C","N","spain","spanish",0,"N","Y","presence of think tanks in the spanish digital press","profesional de la informacion",0.831,52,1,32,0.615384615384615
9394,"text9394",0.905,"veryhigh","C","N","spain","spanish",1,"N","Y","spanish information science journals in web of science: bibliometric analysis and thematic evolution from 2015 to 2019","profesional de la informacion",0.831,118,1,1,0.00847457627118644
9398,"text9398",0.905,"veryhigh","C","N","spain","spanish",4,"N","Y","television consumption and level of social interaction and participation on social networks: an analysis of millennial audiences in the spanish electoral campaign","profesional de la informacion",0.831,162,1,137,0.845679012345679
9413,"text9413",0.905,"veryhigh","C","N","spain","madrid",1,"N","Y","contribution of the institutional communication of research to its impact and visibility: the case of the universidad carlos iii de madrid","profesional de la informacion",0.831,138,1,133,0.963768115942029
9416,"text9416",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","presence and location of spanish municipal transparency portals","profesional de la informacion",0.831,63,1,26,0.412698412698413
9426,"text9426",0.905,"veryhigh","C","N","spain","spanish",5,"N","Y","open educational resources (oer) in the spanish universities","profesional de la informacion",0.831,60,1,41,0.683333333333333
9429,"text9429",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","coronavirus and covid-19 information in the main spanish tv channels before the confinement period","profesional de la informacion",0.831,98,1,50,0.510204081632653
9431,"text9431",0.905,"veryhigh","C","N","spain","spanish",1,"N","Y","use of native digital newspapers in spanish universities: the causes of their limited presence","profesional de la informacion",0.831,94,1,37,0.393617021276596
9437,"text9437",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","informative coverage in twitter by the spanish reference newspapers on the 10n electoral campaign","profesional de la informacion",0.831,97,1,40,0.412371134020619
9438,"text9438",0.905,"veryhigh","C","N","spain","spanish",13,"N","Y","perceptions on media and disinformation: ideology and polarization in the spanish media system","profesional de la informacion",0.831,94,1,75,0.797872340425532
9464,"text9464",0.905,"veryhigh","C","N","spain","spanish",4,"N","Y","the brain drain in spanish communication research: the perspective of spanish academics abroad","profesional de la informacion",0.831,94,1,20,0.212765957446809
9482,"text9482",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","papers presented at the conferences of the spanish association for communication research (2007-2018)","profesional de la informacion",0.831,101,1,44,0.435643564356436
9491,"text9491",0.905,"veryhigh","C","N","spain","spanish",8,"N","Y","the reputation of the spanish media","profesional de la informacion",0.831,35,1,23,0.657142857142857
9500,"text9500",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","internal communication and happiness and wellbeing management in spanish companies","profesional de la informacion",0.831,82,1,66,0.804878048780488
9502,"text9502",0.905,"veryhigh","C","N","spain","spanish",47,"N","Y","news on covid-19 and 2019-ncov in spanish media: the role of digital media in times of confinement","profesional de la informacion",0.831,98,1,35,0.357142857142857
9511,"text9511",0.905,"veryhigh","C","N","spain","spanish",1,"N","Y","spanish think tanks: longitudinal analysis of their presence in national and international media (2004-2018)","profesional de la informacion",0.831,108,1,1,0.00925925925925926
9512,"text9512",0.905,"veryhigh","C","N","spain","spanish",1,"N","Y","glass ceilings in spanish advertising industry: female professionals behind the campaigns awarded in the commercial communication effectiveness awards (2002-2018)","profesional de la informacion",0.831,162,1,19,0.117283950617284
9521,"text9521",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","a taxonomy design for mobile applications in the spanish political communication context","profesional de la informacion",0.831,88,1,50,0.568181818181818
9531,"text9531",0.905,"veryhigh","C","N","spain","spanish",4,"N","Y","map of the visibility and search engine positioning of the main spanish media groups","profesional de la informacion",0.831,84,1,65,0.773809523809524
9541,"text9541",0.905,"veryhigh","C","N","spain","spanish",6,"N","Y","spanish general election 2019 on twitter: effectiveness of communicative strategies and televised debates as an engine of social discourse","profesional de la informacion",0.831,138,1,1,0.0072463768115942
9544,"text9544",0.905,"veryhigh","C","N","spain","spanish",4,"N","Y","the responsibility of the media for suicide prevention. news treatment in the spanish media","profesional de la informacion",0.831,91,1,79,0.868131868131868
9550,"text9550",0.905,"veryhigh","C","N","spain","spanish",4,"N","Y","gender representation in spanish prime-time tv series (2017-2018)","profesional de la informacion",0.831,65,1,26,0.4
9554,"text9554",0.905,"veryhigh","C","N","spain","spanish",6,"N","Y","the use of youtube by the spanish press: a model to be defined","profesional de la informacion",0.831,62,1,27,0.435483870967742
9569,"text9569",0.905,"veryhigh","C","N","spain","catalan",7,"N","Y","postruth, or the narrative of the catalan procés from abroad: bbc, dw and rt","profesional de la informacion",0.831,76,1,35,0.460526315789474
9573,"text9573",0.905,"veryhigh","C","N","spain","spanish",2,"N","Y","active and passive advertising in public contracts. a spanish regional overview","profesional de la informacion",0.831,79,1,55,0.69620253164557
9576,"text9576",0.905,"veryhigh","C","N","spain","catalan",12,"N","Y","fake news, hoaxes and trending topics. anatomy and strategies of disinformation in the catalan crisis","profesional de la informacion",0.831,101,1,88,0.871287128712871
9581,"text9581",0.905,"veryhigh","C","N","spain","spanish",2,"N","Y","evolution of the use of hypertext in the spanish press (2002-2016)","profesional de la informacion",0.831,66,1,42,0.636363636363636
9592,"text9592",0.905,"veryhigh","C","N","spain","povisa",1,"N","Y","keys to success for the viralization of health content. social media study of the povisa hospital","profesional de la informacion",0.831,97,1,83,0.855670103092783
9596,"text9596",0.905,"veryhigh","C","N","spain","spanish",6,"N","Y","open data portals. methodology of analysis and application to spanish municipalities","profesional de la informacion",0.831,84,1,63,0.75
9609,"text9609",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","media internships within the journalism degree: professional routines, conditioning factors and level of satisfaction of the spanish students","profesional de la informacion",0.831,141,1,126,0.893617021276596
9613,"text9613",0.905,"veryhigh","C","N","spain","spanish",4,"N","Y","prisa in the spanish media system: from leadership to the loss of centrality","profesional de la informacion",0.831,76,1,14,0.184210526315789
9619,"text9619",0.905,"veryhigh","C","N","spain","spanish",4,"N","Y","organizational communication research trends: contributions by spanish authors in indexed journals (2014-2018)","profesional de la informacion",0.831,110,1,64,0.581818181818182
9621,"text9621",0.905,"veryhigh","C","N","spain","spanish",1,"N","Y","publication of the values of spanish university libraries on their websites","profesional de la informacion",0.831,75,1,30,0.4
9622,"text9622",0.905,"veryhigh","C","N","spain","spanish",5,"N","Y","quantitative and cualitative analysis of spanish state audience on facebook and twitter","profesional de la informacion",0.831,87,1,42,0.482758620689655
9623,"text9623",0.905,"veryhigh","C","N","spain","spanish",1,"N","Y","analysis of the great place to work and the internal communication observatory awards: internal communication practices in spanish companies (2014-2018)","profesional de la informacion",0.831,152,1,124,0.815789473684211
9625,"text9625",0.905,"veryhigh","C","N","spain","spanish",0,"N","Y","the corporate website as a strategic tool for the construction of municipal identity: analysis of spanish rural municipalities","profesional de la informacion",0.831,126,1,99,0.785714285714286
9630,"text9630",0.905,"veryhigh","C","N","spain","spanish",1,"N","Y","objectives and difficulties in the evaluation of internal communication in spanish companies","profesional de la informacion",0.831,92,1,76,0.826086956521739
9634,"text9634",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","the role of communication in organizational culture. is there a pattern in spanish fashion companies?","profesional de la informacion",0.831,101,1,76,0.752475247524752
9643,"text9643",0.905,"veryhigh","C","N","spain","spanish",5,"N","Y","networks, tweets and engagement: analysis of spanish university libraries on twitter","profesional de la informacion",0.831,84,1,46,0.547619047619048
9655,"text9655",0.905,"veryhigh","C","N","spain","spanish",19,"N","Y","deontology and fake news: a study of the perceptions of spanish journalists","profesional de la informacion",0.831,75,1,57,0.76
9664,"text9664",0.905,"veryhigh","C","N","spain","reina",0,"N","Y","qualitative based social media plan participative design for health organizations. evaluation of the reina sofia university hospital experience","profesional de la informacion",0.831,143,1,102,0.713286713286713
9665,"text9665",0.905,"veryhigh","C","N","spain","spanish",4,"N","Y","a longitudinal study about the treatment of homeopathy in the spanish digital daily (2012-2016)","profesional de la informacion",0.831,95,1,63,0.663157894736842
9678,"text9678",0.905,"veryhigh","C","N","spain","andalusia",0,"N","Y","the suppression of sexual contact advertisements: self regulation, legislation or institutional collaboration? an approximation to the context of andalusia","profesional de la informacion",0.831,155,1,147,0.948387096774194
9686,"text9686",0.905,"veryhigh","C","N","spain","granada",8,"N","Y","the social construction of the image of a city through instagram: the case of granada","profesional de la informacion",0.831,85,1,79,0.929411764705882
9687,"text9687",0.905,"veryhigh","C","N","spain","spanish",4,"N","Y","spanish television fiction since desregulation: between atomization and vertical concentration of production","profesional de la informacion",0.831,108,1,1,0.00925925925925926
9695,"text9695",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","spanish newspapers as a reference source of wikipedia","profesional de la informacion",0.831,53,1,1,0.0188679245283019
9697,"text9697",0.905,"veryhigh","C","N","spain","spanish",12,"N","Y","the spanish television fiction series after the arrival of vod services (2015-2017)","profesional de la informacion",0.831,83,1,5,0.0602409638554217
9699,"text9699",0.905,"veryhigh","C","N","spain","spanish",12,"N","Y","the management of the candidates’ twitter accounts in the spanish 2016 general elections: between self-referentiality and media hybridization","profesional de la informacion",0.831,141,1,59,0.418439716312057
9700,"text9700",0.905,"veryhigh","C","N","spain","catalan",10,"N","Y","politics, hackers and partisan networking. misinformation, national utility and free election in the catalan independence movement","profesional de la informacion",0.831,130,1,102,0.784615384615385
9704,"text9704",0.905,"veryhigh","C","N","spain","spanish",6,"N","Y","driving variables of the spanish publishing industry","profesional de la informacion",0.831,52,1,26,0.5
9711,"text9711",0.905,"veryhigh","C","N","spain","spanish",14,"N","Y","disclosure of public information of spanish regional governments (2013-2017): open data portals, transparency portals and institutional websites","profesional de la informacion",0.831,144,1,37,0.256944444444444
9714,"text9714",0.905,"veryhigh","C","N","spain","galician",5,"N","Y","use, knowledge and assessment of the scientific digital social networks in the galician universities","profesional de la informacion",0.831,100,1,80,0.8
9719,"text9719",0.905,"veryhigh","C","N","spain","spanish",7,"N","Y","how efficient are universities at publishing research? a data envelopment analysis of spanish state universities","profesional de la informacion",0.831,112,1,87,0.776785714285714
9728,"text9728",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","the use of chatbots for information automation in spanish media","profesional de la informacion",0.831,63,1,51,0.80952380952381
9730,"text9730",0.905,"veryhigh","C","N","spain","spanish",5,"N","Y","monitoring compliance with governmental and institutional open access policies across spanish universities","profesional de la informacion",0.831,106,1,87,0.820754716981132
9741,"text9741",0.905,"veryhigh","C","N","spain","spanish",8,"N","Y","crossmedia audiences: new metrics and professional profiles in the spanish media","profesional de la informacion",0.831,80,1,68,0.85
9744,"text9744",0.905,"veryhigh","C","N","spain","atapuerca",6,"N","Y","science and transmedia: a binomial for scientific dissemination. the atapuerca case","profesional de la informacion",0.831,83,1,70,0.843373493975904
9750,"text9750",0.905,"veryhigh","C","N","spain","spanish",5,"N","Y","direct subsidies to the media and institutional advertising in spanish regional laws: indicators and improvement guidelines","profesional de la informacion",0.831,123,1,64,0.520325203252033
9760,"text9760",0.905,"veryhigh","C","N","spain","basque",2,"N","Y","evolution of the community manager in small enterprises of the basque country and navarre","profesional de la informacion",0.831,89,1,64,0.719101123595506
9765,"text9765",0.905,"veryhigh","C","N","spain","spanish",6,"N","Y","altmetrics at institutional level: visibility on the web of the scientific production of spanish universities from altmetric.com","profesional de la informacion",0.831,128,1,90,0.703125
9778,"text9778",0.905,"veryhigh","C","N","spain","spanish",5,"N","Y","informative treatment of sportsmen’s wives and girlfriends (wags) in spanish sport digital press","profesional de la informacion",0.831,96,1,70,0.729166666666667
9791,"text9791",0.905,"veryhigh","C","N","spain","spanish",1,"N","Y","interaction on spanish university libraries’ facebook pages","profesional de la informacion",0.831,59,1,16,0.271186440677966
9805,"text9805",0.905,"veryhigh","C","N","spain","spanish",3,"N","Y","redesign in spanish print media in the 21st century","profesional de la informacion",0.831,51,1,13,0.254901960784314
9736,"text9736",0.905,"veryhigh","C","N","spain","koha",1,"Y","Y","implementing koha at the university of cádiz library","profesional de la informacion",0.831,52,1,14,0.269230769230769
9580,"text9580",0.851,"veryhigh","M","Y","spain,eu","european",3,"N","Y","digital public engagement in excellent spanish science: analysis of research projects funded by european research council","profesional de la informacion",0.831,121,1,97,0.801652892561983
10694,"text10694",0.921,"veryhigh","C","N","us","north",2,"N","Y","development, implementation and importance of an undergraduate peer research consultant program at the university of north dakota’s chester fritz library","reference services review",0.737,153,1,118,0.77124183006536
10703,"text10703",0.921,"veryhigh","C","N","us","houston",2,"N","Y","navigating support models for oer publishing: case studies from the university of houston and the university of washington","reference services review",0.737,122,1,83,0.680327868852459
10727,"text10727",0.921,"veryhigh","C","N","us","unlv",0,"N","Y","responding to hate: how national and local incidents sparked action at the unlv university libraries","reference services review",0.737,100,1,76,0.76
10774,"text10774",0.921,"veryhigh","C","N","us","michigan",6,"N","Y","implementing accessibility initiatives at the michigan state university libraries","reference services review",0.737,81,1,47,0.580246913580247
10779,"text10779",0.921,"veryhigh","C","N","us","saudi",0,"N","Y","saudi students, american academic library: revisited","reference services review",0.737,52,1,1,0.0192307692307692
9907,"text9907",0.547,"low","R","N","africa","sub",3,"N","Y","conceptualizing the societal impact of research in terms of elements of logic models: a survey of researchers in sub-saharan africa","research evaluation",0.779,131,1,114,0.870229007633588
9945,"text9945",0.547,"low","R","N","africa","africa",9,"N","Y","the characteristics of highly cited researchers in africa","research evaluation",0.779,57,1,52,0.912280701754386
9915,"text9915",0.749,"high","R","N","east asia","east",4,"N","Y","measuring scientific impact of fisheries and aquaculture research-for-development projects in south east asia and the pacific","research evaluation",0.779,125,1,101,0.808
9917,"text9917",0.796,"high","R","N","eu","european",6,"N","Y","european research council: excellence and leadership over time from a gender perspective","research evaluation",0.779,88,1,1,0.0113636363636364
9942,"text9942",0.796,"high","R","N","eu","european",39,"N","Y","comprehensiveness of national bibliographic databases for social sciences and humanities: findings from a european survey","research evaluation",0.779,121,1,107,0.884297520661157
9910,"text9910",0.945,"veryhigh","C","N","ireland","dublin",3,"N","Y","money, morale, and motivation: a study of the output-based research support scheme in university college dublin","research evaluation",0.779,111,1,106,0.954954954954955
9923,"text9923",0.713,"high","C","N","south africa","south",4,"N","Y","creating research impact through the productive interactions of an individual: an example from south african research on maritime piracy","research evaluation",0.779,136,1,96,0.705882352941177
9959,"text9959",0.713,"high","C","N","south africa","south",8,"N","Y","factors enabling and constraining research in a small, research-intensive south african university","research evaluation",0.779,98,1,75,0.76530612244898
9889,"text9889",0.921,"veryhigh","C","N","us","usa",1,"N","Y","assessment practices of community-engaged institutions in the usa: common claims and uncertain methods","research evaluation",0.779,102,1,63,0.617647058823529
7486,"text7486",0.547,"low","R","N","africa","sub",3,"N","Y","a meta-analysis study of the relationship between research and economic development in selected countries in sub-saharan africa","scientometrics",0.929,127,1,110,0.866141732283465
7700,"text7700",0.547,"low","R","N","africa","africa",25,"N","Y","how collaboration type, publication place, funding and author’s role affect citations received by publications from africa: a bibliometric study of lis research from 1996 to 2015","scientometrics",0.929,178,1,117,0.657303370786517
8058,"text8058",0.547,"low","R","N","africa","sub",12,"N","Y","university-industry linkages’ literature on sub-saharan africa: systematic literature review and bibliometric account","scientometrics",0.929,117,1,45,0.384615384615385
7277,"text7277",0.916,"veryhigh","C","N","austria","vienna",3,"N","Y","research strengths identified by esteem and bibliometric indicators: a case study at the university of vienna","scientometrics",0.929,109,1,104,0.954128440366973
7357,"text7357",0.754,"high","C","N","brazil","brazilian",4,"N","Y","on interdisciplinary collaborations in scientific coauthorship networks: the case of the brazilian community","scientometrics",0.929,108,1,90,0.833333333333333
7489,"text7489",0.754,"high","C","N","brazil","brazilian",7,"N","Y","assessing fish sampling effort in studies of brazilian streams","scientometrics",0.929,62,1,46,0.741935483870968
7573,"text7573",0.754,"high","C","N","brazil","brazilian",1,"N","Y","research infrastructures in less developed countries: the brazilian case","scientometrics",0.929,72,1,59,0.819444444444444
7753,"text7753",0.754,"high","C","N","brazil","brazilian",5,"N","Y","influence of international authorship on citations in brazilian medical journals: a bibliometric analysis","scientometrics",0.929,105,1,55,0.523809523809524
